"ID";"TypeOfBankruptcy";"Regions";"Periods";"PronouncedBankruptcies_1"
"5073";"A047596";"PV30  ";"2017MM05";"      78"
"5074";"A047596";"PV30  ";"2017MM06";"      53"
"5075";"A047596";"PV30  ";"2017KW02";"     173"
"5076";"A047596";"PV30  ";"2017MM07";"      58"
"5077";"A047596";"PV30  ";"2017MM08";"      63"
"5078";"A047596";"PV30  ";"2017MM09";"      28"
"5079";"A047596";"PV30  ";"2017KW03";"     149"
"5080";"A047596";"PV30  ";"2017MM10";"      72"
"5081";"A047596";"PV30  ";"2017MM11";"      34"
"5082";"A047596";"PV30  ";"2017MM12";"      37"
"5083";"A047596";"PV30  ";"2017KW04";"     143"
"5084";"A047596";"PV30  ";"2017JJ00";"     661"
"5085";"A047596";"PV30  ";"2018MM01";"      61"
"5086";"A047596";"PV30  ";"2018MM02";"      29"
"5087";"A047596";"PV30  ";"2018MM03";"      45"
"5088";"A047596";"PV30  ";"2018KW01";"     135"
"5089";"A047596";"PV30  ";"2018MM04";"      49"
"5090";"A047596";"PV30  ";"2018MM05";"      49"
"5091";"A047596";"PV30  ";"2018MM06";"      43"
"5092";"A047596";"PV30  ";"2018KW02";"     141"
"5093";"A047596";"PV30  ";"2018MM07";"      44"
"5094";"A047596";"PV30  ";"2018MM08";"      44"
"5095";"A047596";"PV30  ";"2018MM09";"      43"
"5096";"A047596";"PV30  ";"2018KW03";"     131"
"5097";"A047596";"PV30  ";"2018MM10";"      58"
"5098";"A047596";"PV30  ";"2018MM11";"      61"
"5099";"A047596";"PV30  ";"2018MM12";"      56"
"5100";"A047596";"PV30  ";"2018KW04";"     175"
"5101";"A047596";"PV30  ";"2018JJ00";"     582"
"5102";"A047596";"PV30  ";"2019MM01";"      45"
"5103";"A047596";"PV30  ";"2019MM02";"      58"
"5104";"A047596";"PV30  ";"2019MM03";"      58"
"5105";"A047596";"PV30  ";"2019KW01";"     161"
"5106";"A047596";"PV30  ";"2019MM04";"      55"
"5107";"A047596";"PV30  ";"2019MM05";"      37"
"5108";"A047596";"PV30  ";"2019MM06";"      36"
"5109";"A047596";"PV30  ";"2019KW02";"     128"
"5110";"A047596";"PV30  ";"2019MM07";"      65"
"5111";"A047596";"PV30  ";"2019MM08";"      47"
"5112";"A047596";"PV30  ";"2019MM09";"      48"
"5113";"A047596";"PV30  ";"2019KW03";"     160"
"5114";"A047596";"PV30  ";"2019MM10";"      60"
"5115";"A047596";"PV30  ";"2019MM11";"      49"
"5116";"A047596";"PV30  ";"2019MM12";"      47"
"5117";"A047596";"PV30  ";"2019KW04";"     156"
"5118";"A047596";"PV30  ";"2019JJ00";"     605"
"5119";"A047596";"PV30  ";"2020MM01";"      48"
"5120";"A047596";"PV30  ";"2020MM02";"      46"
"5121";"A047596";"PV30  ";"2020MM03";"      51"
"5122";"A047596";"PV30  ";"2020KW01";"     145"
"5123";"A047596";"PV30  ";"2020MM04";"      53"
"5124";"A047596";"PV30  ";"2020MM05";"      50"
"5125";"A047596";"PV30  ";"2020MM06";"      42"
"5126";"A047596";"PV30  ";"2020KW02";"     145"
"5127";"A047596";"PV30  ";"2020MM07";"      37"
"5128";"A047596";"PV30  ";"2020MM08";"      39"
"5129";"A047596";"PV30  ";"2020MM09";"      43"
"5130";"A047596";"PV30  ";"2020KW03";"     119"
"5131";"A047596";"PV30  ";"2020MM10";"      31"
"5132";"A047596";"PV30  ";"2020MM11";"      29"
"5133";"A047596";"PV30  ";"2020MM12";"      34"
"5134";"A047596";"PV30  ";"2020KW04";"      94"
"5135";"A047596";"PV30  ";"2020JJ00";"     503"
"5136";"A047596";"PV30  ";"2021MM01";"      25"
"5137";"A047596";"PV30  ";"2021MM02";"      16"
"5138";"A047596";"PV30  ";"2021MM03";"      27"
"5139";"A047596";"PV30  ";"2021KW01";"      68"
"5140";"A047596";"PV30  ";"2021MM04";"      19"
"5141";"A047596";"PV30  ";"2021MM05";"      23"
"5142";"A047596";"PV30  ";"2021MM06";"      23"
"5143";"A047596";"PV30  ";"2021KW02";"      65"
"5144";"A047596";"PV30  ";"2021MM07";"       9"
"5145";"A047596";"PV30  ";"2021MM08";"      18"
"5146";"A047596";"PV30  ";"2021MM09";"      21"
"5147";"A047596";"PV30  ";"2021KW03";"      48"
"5148";"A047596";"PV30  ";"2021MM10";"      19"
"5149";"A047596";"PV30  ";"2021MM11";"      20"
"5150";"A047596";"PV30  ";"2021MM12";"      20"
"5151";"A047596";"PV30  ";"2021KW04";"      59"
"5152";"A047596";"PV30  ";"2021JJ00";"     240"
"5153";"A047596";"PV30  ";"2022MM01";"      19"
"5154";"A047596";"PV30  ";"2022MM02";"      42"
"5155";"A047596";"PV30  ";"2022MM03";"      25"
"5156";"A047596";"PV30  ";"2022KW01";"      86"
"5157";"A047596";"PV30  ";"2022MM04";"      15"
"5158";"A047596";"PV30  ";"2022MM05";"      28"
"5159";"A047596";"PV30  ";"2022MM06";"      25"
"5160";"A047596";"PV30  ";"2022KW02";"      68"
"5161";"A047596";"PV30  ";"2022MM07";"      30"
"5162";"A047596";"PV30  ";"2022MM08";"      20"
"5163";"A047596";"PV30  ";"2022MM09";"      20"
"5164";"A047596";"PV30  ";"2022KW03";"      70"
"5165";"A047596";"PV30  ";"2022MM10";"      29"
"5166";"A047596";"PV30  ";"2022MM11";"      44"
"5167";"A047596";"PV30  ";"2022MM12";"      36"
"5168";"A047596";"PV30  ";"2022KW04";"     109"
"5169";"A047596";"PV30  ";"2022JJ00";"     333"
"5170";"A047596";"PV30  ";"2023MM01";"      42"
"5171";"A047596";"PV30  ";"2023MM02";"      39"
"5172";"A047596";"PV30  ";"2023MM03";"      31"
"5173";"A047596";"PV30  ";"2023KW01";"     112"
"5174";"A047596";"PV30  ";"2023MM04";"      46"
"5175";"A047596";"PV30  ";"2023MM05";"      59"
"5176";"A047596";"PV30  ";"2023MM06";"      34"
"5177";"A047596";"PV30  ";"2023KW02";"     139"
"5178";"A047596";"PV30  ";"2023MM07";"      40"
"5179";"A047596";"PV30  ";"2023MM08";"      55"
"5180";"A047596";"PV30  ";"2023MM09";"      68"
"5181";"A047596";"PV30  ";"2023KW03";"     163"
"5182";"A047596";"PV30  ";"2023MM10";"      79"
"5183";"A047596";"PV30  ";"2023MM11";"      46"
"5184";"A047596";"PV30  ";"2023MM12";"      64"
"5185";"A047596";"PV30  ";"2023KW04";"     189"
"5186";"A047596";"PV30  ";"2023JJ00";"     603"
"5187";"A047596";"PV30  ";"2024MM01";"     100"
"5188";"A047596";"PV30  ";"2024MM02";"      73"
"5189";"A047596";"PV30  ";"2024MM03";"      73"
"5190";"A047596";"PV30  ";"2024KW01";"     246"
"5191";"A047596";"PV30  ";"2024MM04";"      55"
"5192";"A047596";"PV30  ";"2024MM05";"      74"
"5193";"A047596";"PV30  ";"2024MM06";"      63"
"5194";"A047596";"PV30  ";"2024KW02";"     192"
"5195";"A047596";"PV30  ";"2024MM07";"      67"
"5196";"A047596";"PV30  ";"2024MM08";"      59"
"5197";"A047596";"PV30  ";"2024MM09";"      48"
"5198";"A047596";"PV30  ";"2024KW03";"     174"
"5199";"A047596";"PV30  ";"2024MM10";"      60"
"5200";"A047596";"PV30  ";"2024MM11";"      49"
"5201";"A047596";"PV30  ";"2024MM12";"      47"
"5202";"A047596";"PV30  ";"2024KW04";"     156"
"5203";"A047596";"PV30  ";"2024JJ00";"     768"
"5204";"A047596";"PV30  ";"2025MM01";"      40"
"5205";"A047596";"PV30  ";"2025MM02";"      44"
"5206";"A047596";"PV31  ";"2009MM01";"      32"
"5207";"A047596";"PV31  ";"2009MM02";"      42"
"5208";"A047596";"PV31  ";"2009MM03";"      67"
"5209";"A047596";"PV31  ";"2009KW01";"     141"
"5210";"A047596";"PV31  ";"2009MM04";"      49"
"5211";"A047596";"PV31  ";"2009MM05";"      27"
"5212";"A047596";"PV31  ";"2009MM06";"      35"
"5213";"A047596";"PV31  ";"2009KW02";"     111"
"5214";"A047596";"PV31  ";"2009MM07";"      46"
"5215";"A047596";"PV31  ";"2009MM08";"      33"
"5216";"A047596";"PV31  ";"2009MM09";"      45"
"5217";"A047596";"PV31  ";"2009KW03";"     124"
"5218";"A047596";"PV31  ";"2009MM10";"      42"
"5219";"A047596";"PV31  ";"2009MM11";"      39"
"5220";"A047596";"PV31  ";"2009MM12";"      39"
"5221";"A047596";"PV31  ";"2009KW04";"     120"
"5222";"A047596";"PV31  ";"2009JJ00";"     496"
"5223";"A047596";"PV31  ";"2010MM01";"      30"
"5224";"A047596";"PV31  ";"2010MM02";"      52"
"5225";"A047596";"PV31  ";"2010MM03";"      40"
"5226";"A047596";"PV31  ";"2010KW01";"     122"
"5227";"A047596";"PV31  ";"2010MM04";"      34"
"5228";"A047596";"PV31  ";"2010MM05";"      34"
"5229";"A047596";"PV31  ";"2010MM06";"      47"
"5230";"A047596";"PV31  ";"2010KW02";"     115"
"5231";"A047596";"PV31  ";"2010MM07";"      37"
"5232";"A047596";"PV31  ";"2010MM08";"      30"
"5233";"A047596";"PV31  ";"2010MM09";"      21"
"5234";"A047596";"PV31  ";"2010KW03";"      88"
"5235";"A047596";"PV31  ";"2010MM10";"      34"
"5236";"A047596";"PV31  ";"2010MM11";"      50"
"5237";"A047596";"PV31  ";"2010MM12";"      20"
"5238";"A047596";"PV31  ";"2010KW04";"     104"
"5239";"A047596";"PV31  ";"2010JJ00";"     429"
"5240";"A047596";"PV31  ";"2011MM01";"      33"
"5241";"A047596";"PV31  ";"2011MM02";"      33"
"5242";"A047596";"PV31  ";"2011MM03";"      47"
"5243";"A047596";"PV31  ";"2011KW01";"     113"
"5244";"A047596";"PV31  ";"2011MM04";"      33"
"5245";"A047596";"PV31  ";"2011MM05";"      36"
"5246";"A047596";"PV31  ";"2011MM06";"      28"
"5247";"A047596";"PV31  ";"2011KW02";"      97"
"5248";"A047596";"PV31  ";"2011MM07";"      30"
"5249";"A047596";"PV31  ";"2011MM08";"      37"
"5250";"A047596";"PV31  ";"2011MM09";"      37"
"5251";"A047596";"PV31  ";"2011KW03";"     104"
"5252";"A047596";"PV31  ";"2011MM10";"      45"
"5253";"A047596";"PV31  ";"2011MM11";"      43"
"5254";"A047596";"PV31  ";"2011MM12";"      20"
"5255";"A047596";"PV31  ";"2011KW04";"     108"
"5256";"A047596";"PV31  ";"2011JJ00";"     422"
"5257";"A047596";"PV31  ";"2012MM01";"      57"
"5258";"A047596";"PV31  ";"2012MM02";"      40"
"5259";"A047596";"PV31  ";"2012MM03";"      46"
"5260";"A047596";"PV31  ";"2012KW01";"     143"
"5261";"A047596";"PV31  ";"2012MM04";"      33"
"5262";"A047596";"PV31  ";"2012MM05";"      59"
"5263";"A047596";"PV31  ";"2012MM06";"      39"
"5264";"A047596";"PV31  ";"2012KW02";"     131"
"5265";"A047596";"PV31  ";"2012MM07";"      52"
"5266";"A047596";"PV31  ";"2012MM08";"      47"
"5267";"A047596";"PV31  ";"2012MM09";"      37"
"5268";"A047596";"PV31  ";"2012KW03";"     136"
"5269";"A047596";"PV31  ";"2012MM10";"      40"
"5270";"A047596";"PV31  ";"2012MM11";"      38"
"5271";"A047596";"PV31  ";"2012MM12";"      31"
"5272";"A047596";"PV31  ";"2012KW04";"     109"
"5273";"A047596";"PV31  ";"2012JJ00";"     519"
"5274";"A047596";"PV31  ";"2013MM01";"      36"
"5275";"A047596";"PV31  ";"2013MM02";"      48"
"5276";"A047596";"PV31  ";"2013MM03";"      59"
"5277";"A047596";"PV31  ";"2013KW01";"     143"
"5278";"A047596";"PV31  ";"2013MM04";"      55"
"5279";"A047596";"PV31  ";"2013MM05";"      49"
"5280";"A047596";"PV31  ";"2013MM06";"      53"
"5281";"A047596";"PV31  ";"2013KW02";"     157"
"5282";"A047596";"PV31  ";"2013MM07";"      57"
"5283";"A047596";"PV31  ";"2013MM08";"      50"
"5284";"A047596";"PV31  ";"2013MM09";"      47"
"5285";"A047596";"PV31  ";"2013KW03";"     154"
"5286";"A047596";"PV31  ";"2013MM10";"      35"
"5287";"A047596";"PV31  ";"2013MM11";"      36"
"5288";"A047596";"PV31  ";"2013MM12";"      37"
"5289";"A047596";"PV31  ";"2013KW04";"     108"
"5290";"A047596";"PV31  ";"2013JJ00";"     562"
"5291";"A047596";"PV31  ";"2014MM01";"      35"
"5292";"A047596";"PV31  ";"2014MM02";"      56"
"5293";"A047596";"PV31  ";"2014MM03";"      30"
"5294";"A047596";"PV31  ";"2014KW01";"     121"
"5295";"A047596";"PV31  ";"2014MM04";"      49"
"5296";"A047596";"PV31  ";"2014MM05";"      32"
"5297";"A047596";"PV31  ";"2014MM06";"      36"
"5298";"A047596";"PV31  ";"2014KW02";"     117"
"5299";"A047596";"PV31  ";"2014MM07";"      40"
"5300";"A047596";"PV31  ";"2014MM08";"      24"
"5301";"A047596";"PV31  ";"2014MM09";"      40"
"5302";"A047596";"PV31  ";"2014KW03";"     104"
"5303";"A047596";"PV31  ";"2014MM10";"      40"
"5304";"A047596";"PV31  ";"2014MM11";"      36"
"5305";"A047596";"PV31  ";"2014MM12";"      48"
"5306";"A047596";"PV31  ";"2014KW04";"     124"
"5307";"A047596";"PV31  ";"2014JJ00";"     466"
"5308";"A047596";"PV31  ";"2015MM01";"      33"
"5309";"A047596";"PV31  ";"2015MM02";"      29"
"5310";"A047596";"PV31  ";"2015MM03";"      38"
"5311";"A047596";"PV31  ";"2015KW01";"     100"
"5312";"A047596";"PV31  ";"2015MM04";"      31"
"5313";"A047596";"PV31  ";"2015MM05";"      29"
"5314";"A047596";"PV31  ";"2015MM06";"      33"
"5315";"A047596";"PV31  ";"2015KW02";"      93"
"5316";"A047596";"PV31  ";"2015MM07";"      31"
"5317";"A047596";"PV31  ";"2015MM08";"      15"
"5318";"A047596";"PV31  ";"2015MM09";"      34"
"5319";"A047596";"PV31  ";"2015KW03";"      80"
"5320";"A047596";"PV31  ";"2015MM10";"      30"
"5321";"A047596";"PV31  ";"2015MM11";"      19"
"5322";"A047596";"PV31  ";"2015MM12";"      32"
"5323";"A047596";"PV31  ";"2015KW04";"      81"
"5324";"A047596";"PV31  ";"2015JJ00";"     354"
"5325";"A047596";"PV31  ";"2016MM01";"      26"
"5326";"A047596";"PV31  ";"2016MM02";"      19"
"5327";"A047596";"PV31  ";"2016MM03";"      37"
"5328";"A047596";"PV31  ";"2016KW01";"      82"
"5329";"A047596";"PV31  ";"2016MM04";"      28"
"5330";"A047596";"PV31  ";"2016MM05";"      31"
"5331";"A047596";"PV31  ";"2016MM06";"      24"
"5332";"A047596";"PV31  ";"2016KW02";"      83"
"5333";"A047596";"PV31  ";"2016MM07";"      26"
"5334";"A047596";"PV31  ";"2016MM08";"      31"
"5335";"A047596";"PV31  ";"2016MM09";"      23"
"5336";"A047596";"PV31  ";"2016KW03";"      80"
"5337";"A047596";"PV31  ";"2016MM10";"      19"
"5338";"A047596";"PV31  ";"2016MM11";"      16"
"5339";"A047596";"PV31  ";"2016MM12";"      13"
"5340";"A047596";"PV31  ";"2016KW04";"      48"
"5341";"A047596";"PV31  ";"2016JJ00";"     293"
"5342";"A047596";"PV31  ";"2017MM01";"      24"
"5343";"A047596";"PV31  ";"2017MM02";"      14"
"5344";"A047596";"PV31  ";"2017MM03";"      23"
"5345";"A047596";"PV31  ";"2017KW01";"      61"
"5346";"A047596";"PV31  ";"2017MM04";"      29"
"5347";"A047596";"PV31  ";"2017MM05";"      18"
"5348";"A047596";"PV31  ";"2017MM06";"      22"
"5349";"A047596";"PV31  ";"2017KW02";"      69"
"5350";"A047596";"PV31  ";"2017MM07";"      22"
"5351";"A047596";"PV31  ";"2017MM08";"      25"
"5352";"A047596";"PV31  ";"2017MM09";"      30"
"5353";"A047596";"PV31  ";"2017KW03";"      77"
"5354";"A047596";"PV31  ";"2017MM10";"      16"
"5355";"A047596";"PV31  ";"2017MM11";"      22"
"5356";"A047596";"PV31  ";"2017MM12";"      18"
"5357";"A047596";"PV31  ";"2017KW04";"      56"
"5358";"A047596";"PV31  ";"2017JJ00";"     263"
"5359";"A047596";"PV31  ";"2018MM01";"      19"
"5360";"A047596";"PV31  ";"2018MM02";"      16"
"5361";"A047596";"PV31  ";"2018MM03";"      20"
"5362";"A047596";"PV31  ";"2018KW01";"      55"
"5363";"A047596";"PV31  ";"2018MM04";"      16"
"5364";"A047596";"PV31  ";"2018MM05";"      20"
"5365";"A047596";"PV31  ";"2018MM06";"      12"
"5366";"A047596";"PV31  ";"2018KW02";"      48"
"5367";"A047596";"PV31  ";"2018MM07";"      25"
"5368";"A047596";"PV31  ";"2018MM08";"      24"
"5369";"A047596";"PV31  ";"2018MM09";"      16"
"5370";"A047596";"PV31  ";"2018KW03";"      65"
"5371";"A047596";"PV31  ";"2018MM10";"      32"
"5372";"A047596";"PV31  ";"2018MM11";"      27"
"5373";"A047596";"PV31  ";"2018MM12";"      24"
"5374";"A047596";"PV31  ";"2018KW04";"      83"
"5375";"A047596";"PV31  ";"2018JJ00";"     251"
"5376";"A047596";"PV31  ";"2019MM01";"      31"
"5377";"A047596";"PV31  ";"2019MM02";"      19"
"5378";"A047596";"PV31  ";"2019MM03";"      32"
"5379";"A047596";"PV31  ";"2019KW01";"      82"
"5380";"A047596";"PV31  ";"2019MM04";"      23"
"5381";"A047596";"PV31  ";"2019MM05";"      19"
"5382";"A047596";"PV31  ";"2019MM06";"      10"
"5383";"A047596";"PV31  ";"2019KW02";"      52"
"5384";"A047596";"PV31  ";"2019MM07";"      15"
"5385";"A047596";"PV31  ";"2019MM08";"      24"
"5386";"A047596";"PV31  ";"2019MM09";"      25"
"5387";"A047596";"PV31  ";"2019KW03";"      64"
"5388";"A047596";"PV31  ";"2019MM10";"      22"
"5389";"A047596";"PV31  ";"2019MM11";"      29"
"5390";"A047596";"PV31  ";"2019MM12";"      20"
"5391";"A047596";"PV31  ";"2019KW04";"      71"
"5392";"A047596";"PV31  ";"2019JJ00";"     269"
"5393";"A047596";"PV31  ";"2020MM01";"      39"
"5394";"A047596";"PV31  ";"2020MM02";"      14"
"5395";"A047596";"PV31  ";"2020MM03";"      25"
"5396";"A047596";"PV31  ";"2020KW01";"      78"
"5397";"A047596";"PV31  ";"2020MM04";"      28"
"5398";"A047596";"PV31  ";"2020MM05";"      16"
"5399";"A047596";"PV31  ";"2020MM06";"      21"
"5400";"A047596";"PV31  ";"2020KW02";"      65"
"5401";"A047596";"PV31  ";"2020MM07";"       8"
"5402";"A047596";"PV31  ";"2020MM08";"      14"
"5403";"A047596";"PV31  ";"2020MM09";"      15"
"5404";"A047596";"PV31  ";"2020KW03";"      37"
"5405";"A047596";"PV31  ";"2020MM10";"       9"
"5406";"A047596";"PV31  ";"2020MM11";"      13"
"5407";"A047596";"PV31  ";"2020MM12";"       9"
"5408";"A047596";"PV31  ";"2020KW04";"      31"
"5409";"A047596";"PV31  ";"2020JJ00";"     211"
"5410";"A047596";"PV31  ";"2021MM01";"      12"
"5411";"A047596";"PV31  ";"2021MM02";"       7"
"5412";"A047596";"PV31  ";"2021MM03";"      10"
"5413";"A047596";"PV31  ";"2021KW01";"      29"
"5414";"A047596";"PV31  ";"2021MM04";"      15"
"5415";"A047596";"PV31  ";"2021MM05";"      13"
"5416";"A047596";"PV31  ";"2021MM06";"       9"
"5417";"A047596";"PV31  ";"2021KW02";"      37"
"5418";"A047596";"PV31  ";"2021MM07";"      10"
"5419";"A047596";"PV31  ";"2021MM08";"      12"
"5420";"A047596";"PV31  ";"2021MM09";"       8"
"5421";"A047596";"PV31  ";"2021KW03";"      30"
"5422";"A047596";"PV31  ";"2021MM10";"       8"
"5423";"A047596";"PV31  ";"2021MM11";"      12"
"5424";"A047596";"PV31  ";"2021MM12";"       6"
"5425";"A047596";"PV31  ";"2021KW04";"      26"
"5426";"A047596";"PV31  ";"2021JJ00";"     122"
"5427";"A047596";"PV31  ";"2022MM01";"      10"
"5428";"A047596";"PV31  ";"2022MM02";"      11"
"5429";"A047596";"PV31  ";"2022MM03";"       8"
"5430";"A047596";"PV31  ";"2022KW01";"      29"
"5431";"A047596";"PV31  ";"2022MM04";"       6"
"5432";"A047596";"PV31  ";"2022MM05";"       4"
"5433";"A047596";"PV31  ";"2022MM06";"       9"
"5434";"A047596";"PV31  ";"2022KW02";"      19"
"5435";"A047596";"PV31  ";"2022MM07";"       6"
"5436";"A047596";"PV31  ";"2022MM08";"       8"
"5437";"A047596";"PV31  ";"2022MM09";"       8"
"5438";"A047596";"PV31  ";"2022KW03";"      22"
"5439";"A047596";"PV31  ";"2022MM10";"      10"
"5440";"A047596";"PV31  ";"2022MM11";"      16"
"5441";"A047596";"PV31  ";"2022MM12";"      10"
"5442";"A047596";"PV31  ";"2022KW04";"      36"
"5443";"A047596";"PV31  ";"2022JJ00";"     106"
"5444";"A047596";"PV31  ";"2023MM01";"       9"
"5445";"A047596";"PV31  ";"2023MM02";"      11"
"5446";"A047596";"PV31  ";"2023MM03";"      14"
"5447";"A047596";"PV31  ";"2023KW01";"      34"
"5448";"A047596";"PV31  ";"2023MM04";"      22"
"5449";"A047596";"PV31  ";"2023MM05";"      18"
"5450";"A047596";"PV31  ";"2023MM06";"       7"
"5451";"A047596";"PV31  ";"2023KW02";"      47"
"5452";"A047596";"PV31  ";"2023MM07";"      15"
"5453";"A047596";"PV31  ";"2023MM08";"      11"
"5454";"A047596";"PV31  ";"2023MM09";"      21"
"5455";"A047596";"PV31  ";"2023KW03";"      47"
"5456";"A047596";"PV31  ";"2023MM10";"      18"
"5457";"A047596";"PV31  ";"2023MM11";"       6"
"5458";"A047596";"PV31  ";"2023MM12";"      17"
"5459";"A047596";"PV31  ";"2023KW04";"      41"
"5460";"A047596";"PV31  ";"2023JJ00";"     168"
"5461";"A047596";"PV31  ";"2024MM01";"      17"
"5462";"A047596";"PV31  ";"2024MM02";"      13"
"5463";"A047596";"PV31  ";"2024MM03";"      18"
"5464";"A047596";"PV31  ";"2024KW01";"      48"
"5465";"A047596";"PV31  ";"2024MM04";"      29"
"5466";"A047596";"PV31  ";"2024MM05";"      18"
"5467";"A047596";"PV31  ";"2024MM06";"      18"
"5468";"A047596";"PV31  ";"2024KW02";"      65"
"5469";"A047596";"PV31  ";"2024MM07";"      29"
"5470";"A047596";"PV31  ";"2024MM08";"      26"
"5471";"A047596";"PV31  ";"2024MM09";"      23"
"5472";"A047596";"PV31  ";"2024KW03";"      78"
"5473";"A047596";"PV31  ";"2024MM10";"      22"
"5474";"A047596";"PV31  ";"2024MM11";"      28"
"5475";"A047596";"PV31  ";"2024MM12";"      20"
"5476";"A047596";"PV31  ";"2024KW04";"      70"
"5477";"A047596";"PV31  ";"2024JJ00";"     261"
"5478";"A047596";"PV31  ";"2025MM01";"      22"
"5479";"A047596";"PV31  ";"2025MM02";"      29"
"5480";"A047596";"CR01  ";"2009MM01";"       7"
"5481";"A047596";"CR01  ";"2009MM02";"       5"
"5482";"A047596";"CR01  ";"2009MM03";"       7"
"5483";"A047596";"CR01  ";"2009KW01";"      19"
"5484";"A047596";"CR01  ";"2009MM04";"       6"
"5485";"A047596";"CR01  ";"2009MM05";"       8"
"5486";"A047596";"CR01  ";"2009MM06";"       6"
"5487";"A047596";"CR01  ";"2009KW02";"      20"
"5488";"A047596";"CR01  ";"2009MM07";"       6"
"5489";"A047596";"CR01  ";"2009MM08";"       6"
"5490";"A047596";"CR01  ";"2009MM09";"       8"
"5491";"A047596";"CR01  ";"2009KW03";"      20"
"5492";"A047596";"CR01  ";"2009MM10";"       4"
"5493";"A047596";"CR01  ";"2009MM11";"      16"
"5494";"A047596";"CR01  ";"2009MM12";"       7"
"5495";"A047596";"CR01  ";"2009KW04";"      27"
"5496";"A047596";"CR01  ";"2009JJ00";"      86"
"5497";"A047596";"CR01  ";"2010MM01";"       7"
"5498";"A047596";"CR01  ";"2010MM02";"       4"
"5499";"A047596";"CR01  ";"2010MM03";"       5"
"5500";"A047596";"CR01  ";"2010KW01";"      16"
"5501";"A047596";"CR01  ";"2010MM04";"       2"
"5502";"A047596";"CR01  ";"2010MM05";"      10"
"5503";"A047596";"CR01  ";"2010MM06";"      13"
"5504";"A047596";"CR01  ";"2010KW02";"      25"
"5505";"A047596";"CR01  ";"2010MM07";"      14"
"5506";"A047596";"CR01  ";"2010MM08";"      14"
"5507";"A047596";"CR01  ";"2010MM09";"       8"
"5508";"A047596";"CR01  ";"2010KW03";"      36"
"5509";"A047596";"CR01  ";"2010MM10";"      12"
"5510";"A047596";"CR01  ";"2010MM11";"       5"
"5511";"A047596";"CR01  ";"2010MM12";"       3"
"5512";"A047596";"CR01  ";"2010KW04";"      20"
"5513";"A047596";"CR01  ";"2010JJ00";"      97"
"5514";"A047596";"CR01  ";"2011MM01";"       1"
"5515";"A047596";"CR01  ";"2011MM02";"       3"
"5516";"A047596";"CR01  ";"2011MM03";"       3"
"5517";"A047596";"CR01  ";"2011KW01";"       7"
"5518";"A047596";"CR01  ";"2011MM04";"       7"
"5519";"A047596";"CR01  ";"2011MM05";"       4"
"5520";"A047596";"CR01  ";"2011MM06";"       4"
"5521";"A047596";"CR01  ";"2011KW02";"      15"
"5522";"A047596";"CR01  ";"2011MM07";"       6"
"5523";"A047596";"CR01  ";"2011MM08";"       3"
"5524";"A047596";"CR01  ";"2011MM09";"       9"
"5525";"A047596";"CR01  ";"2011KW03";"      18"
"5526";"A047596";"CR01  ";"2011MM10";"       9"
"5527";"A047596";"CR01  ";"2011MM11";"       4"
"5528";"A047596";"CR01  ";"2011MM12";"       1"
"5529";"A047596";"CR01  ";"2011KW04";"      14"
"5530";"A047596";"CR01  ";"2011JJ00";"      54"
"5531";"A047596";"CR01  ";"2012MM01";"       8"
"5532";"A047596";"CR01  ";"2012MM02";"       2"
"5533";"A047596";"CR01  ";"2012MM03";"       5"
"5534";"A047596";"CR01  ";"2012KW01";"      15"
"5535";"A047596";"CR01  ";"2012MM04";"       4"
"5536";"A047596";"CR01  ";"2012MM05";"       4"
"5537";"A047596";"CR01  ";"2012MM06";"       6"
"5538";"A047596";"CR01  ";"2012KW02";"      14"
"5539";"A047596";"CR01  ";"2012MM07";"       3"
"5540";"A047596";"CR01  ";"2012MM08";"       1"
"5541";"A047596";"CR01  ";"2012MM09";"      20"
"5542";"A047596";"CR01  ";"2012KW03";"      24"
"5543";"A047596";"CR01  ";"2012MM10";"      10"
"5544";"A047596";"CR01  ";"2012MM11";"       5"
"5545";"A047596";"CR01  ";"2012MM12";"       3"
"5546";"A047596";"CR01  ";"2012KW04";"      18"
"5547";"A047596";"CR01  ";"2012JJ00";"      71"
"5548";"A047596";"CR01  ";"2013MM01";"      10"
"5549";"A047596";"CR01  ";"2013MM02";"       8"
"5550";"A047596";"CR01  ";"2013MM03";"      13"
"5551";"A047596";"CR01  ";"2013KW01";"      31"
"5552";"A047596";"CR01  ";"2013MM04";"       4"
"5553";"A047596";"CR01  ";"2013MM05";"      10"
"5554";"A047596";"CR01  ";"2013MM06";"       9"
"5555";"A047596";"CR01  ";"2013KW02";"      23"
"5556";"A047596";"CR01  ";"2013MM07";"       6"
"5557";"A047596";"CR01  ";"2013MM08";"       3"
"5558";"A047596";"CR01  ";"2013MM09";"       4"
"5559";"A047596";"CR01  ";"2013KW03";"      13"
"5560";"A047596";"CR01  ";"2013MM10";"       6"
"5561";"A047596";"CR01  ";"2013MM11";"       6"
"5562";"A047596";"CR01  ";"2013MM12";"       6"
"5563";"A047596";"CR01  ";"2013KW04";"      18"
"5564";"A047596";"CR01  ";"2013JJ00";"      85"
"5565";"A047596";"CR01  ";"2014MM01";"      15"
"5566";"A047596";"CR01  ";"2014MM02";"       4"
"5567";"A047596";"CR01  ";"2014MM03";"      11"
"5568";"A047596";"CR01  ";"2014KW01";"      30"
"5569";"A047596";"CR01  ";"2014MM04";"       3"
