"ID";"TypeOfBankruptcy";"Regions";"Periods";"PronouncedBankruptcies_1"
"512";"A047596";"NL01  ";"2023MM01";"     257"
"513";"A047596";"NL01  ";"2023MM02";"     258"
"514";"A047596";"NL01  ";"2023MM03";"     207"
"515";"A047596";"NL01  ";"2023KW01";"     723"
"516";"A047596";"NL01  ";"2023MM04";"     219"
"517";"A047596";"NL01  ";"2023MM05";"     291"
"518";"A047596";"NL01  ";"2023MM06";"     287"
"519";"A047596";"NL01  ";"2023KW02";"     797"
"520";"A047596";"NL01  ";"2023MM07";"     242"
"521";"A047596";"NL01  ";"2023MM08";"     308"
"522";"A047596";"NL01  ";"2023MM09";"     279"
"523";"A047596";"NL01  ";"2023KW03";"     829"
"524";"A047596";"NL01  ";"2023MM10";"     331"
"525";"A047596";"NL01  ";"2023MM11";"     286"
"526";"A047596";"NL01  ";"2023MM12";"     295"
"527";"A047596";"NL01  ";"2023KW04";"     912"
"528";"A047596";"NL01  ";"2023JJ00";"    3259"
"529";"A047596";"NL01  ";"2024MM01";"     418"
"530";"A047596";"NL01  ";"2024MM02";"     316"
"531";"A047596";"NL01  ";"2024MM03";"     313"
"532";"A047596";"NL01  ";"2024KW01";"    1047"
"533";"A047596";"NL01  ";"2024MM04";"     402"
"534";"A047596";"NL01  ";"2024MM05";"     316"
"535";"A047596";"NL01  ";"2024MM06";"     349"
"536";"A047596";"NL01  ";"2024KW02";"    1067"
"537";"A047596";"NL01  ";"2024MM07";"     454"
"538";"A047596";"NL01  ";"2024MM08";"     305"
"539";"A047596";"NL01  ";"2024MM09";"     341"
"540";"A047596";"NL01  ";"2024KW03";"    1100"
"541";"A047596";"NL01  ";"2024MM10";"     368"
"542";"A047596";"NL01  ";"2024MM11";"     324"
"543";"A047596";"NL01  ";"2024MM12";"     349"
"544";"A047596";"NL01  ";"2024KW04";"    1041"
"545";"A047596";"NL01  ";"2024JJ00";"    4255"
"546";"A047596";"NL01  ";"2025MM01";"     298"
"547";"A047596";"NL01  ";"2025MM02";"     337"
"548";"A047596";"NL98  ";"2009MM01";"       0"
"549";"A047596";"NL98  ";"2009MM02";"       0"
"550";"A047596";"NL98  ";"2009MM03";"       0"
"551";"A047596";"NL98  ";"2009KW01";"       0"
"552";"A047596";"NL98  ";"2009MM04";"       0"
"553";"A047596";"NL98  ";"2009MM05";"       0"
"554";"A047596";"NL98  ";"2009MM06";"       0"
"555";"A047596";"NL98  ";"2009KW02";"       0"
"556";"A047596";"NL98  ";"2009MM07";"       0"
"557";"A047596";"NL98  ";"2009MM08";"       0"
"558";"A047596";"NL98  ";"2009MM09";"       0"
"559";"A047596";"NL98  ";"2009KW03";"       0"
"560";"A047596";"NL98  ";"2009MM10";"       0"
"561";"A047596";"NL98  ";"2009MM11";"       0"
"562";"A047596";"NL98  ";"2009MM12";"       0"
"563";"A047596";"NL98  ";"2009KW04";"       0"
"564";"A047596";"NL98  ";"2009JJ00";"       0"
"565";"A047596";"NL98  ";"2010MM01";"       0"
"566";"A047596";"NL98  ";"2010MM02";"       0"
"567";"A047596";"NL98  ";"2010MM03";"       0"
"568";"A047596";"NL98  ";"2010KW01";"       0"
"569";"A047596";"NL98  ";"2010MM04";"       0"
"570";"A047596";"NL98  ";"2010MM05";"       0"
"571";"A047596";"NL98  ";"2010MM06";"       0"
"572";"A047596";"NL98  ";"2010KW02";"       0"
"573";"A047596";"NL98  ";"2010MM07";"       0"
"574";"A047596";"NL98  ";"2010MM08";"       0"
"575";"A047596";"NL98  ";"2010MM09";"       0"
"576";"A047596";"NL98  ";"2010KW03";"       0"
"577";"A047596";"NL98  ";"2010MM10";"       0"
"578";"A047596";"NL98  ";"2010MM11";"       1"
"579";"A047596";"NL98  ";"2010MM12";"       0"
"580";"A047596";"NL98  ";"2010KW04";"       1"
"581";"A047596";"NL98  ";"2010JJ00";"       1"
"582";"A047596";"NL98  ";"2011MM01";"       1"
"583";"A047596";"NL98  ";"2011MM02";"       2"
"584";"A047596";"NL98  ";"2011MM03";"       0"
"585";"A047596";"NL98  ";"2011KW01";"       3"
"586";"A047596";"NL98  ";"2011MM04";"       2"
"587";"A047596";"NL98  ";"2011MM05";"       3"
"588";"A047596";"NL98  ";"2011MM06";"       4"
"589";"A047596";"NL98  ";"2011KW02";"       9"
"590";"A047596";"NL98  ";"2011MM07";"       1"
"591";"A047596";"NL98  ";"2011MM08";"       6"
"592";"A047596";"NL98  ";"2011MM09";"       0"
"593";"A047596";"NL98  ";"2011KW03";"       7"
"594";"A047596";"NL98  ";"2011MM10";"       2"
"595";"A047596";"NL98  ";"2011MM11";"       4"
"596";"A047596";"NL98  ";"2011MM12";"       0"
"597";"A047596";"NL98  ";"2011KW04";"       6"
"598";"A047596";"NL98  ";"2011JJ00";"      25"
"599";"A047596";"NL98  ";"2012MM01";"       0"
"600";"A047596";"NL98  ";"2012MM02";"       1"
"601";"A047596";"NL98  ";"2012MM03";"       2"
"602";"A047596";"NL98  ";"2012KW01";"       3"
"603";"A047596";"NL98  ";"2012MM04";"       1"
"604";"A047596";"NL98  ";"2012MM05";"       0"
"605";"A047596";"NL98  ";"2012MM06";"       1"
"606";"A047596";"NL98  ";"2012KW02";"       2"
"607";"A047596";"NL98  ";"2012MM07";"       2"
"608";"A047596";"NL98  ";"2012MM08";"       2"
"609";"A047596";"NL98  ";"2012MM09";"       0"
"610";"A047596";"NL98  ";"2012KW03";"       4"
"611";"A047596";"NL98  ";"2012MM10";"       1"
"612";"A047596";"NL98  ";"2012MM11";"       1"
"613";"A047596";"NL98  ";"2012MM12";"       0"
"614";"A047596";"NL98  ";"2012KW04";"       2"
"615";"A047596";"NL98  ";"2012JJ00";"      11"
"616";"A047596";"NL98  ";"2013MM01";"       4"
"617";"A047596";"NL98  ";"2013MM02";"       5"
"618";"A047596";"NL98  ";"2013MM03";"       1"
"619";"A047596";"NL98  ";"2013KW01";"      10"
"620";"A047596";"NL98  ";"2013MM04";"       4"
"621";"A047596";"NL98  ";"2013MM05";"       3"
"622";"A047596";"NL98  ";"2013MM06";"       4"
"623";"A047596";"NL98  ";"2013KW02";"      11"
"624";"A047596";"NL98  ";"2013MM07";"       3"
"625";"A047596";"NL98  ";"2013MM08";"       2"
"626";"A047596";"NL98  ";"2013MM09";"       3"
"627";"A047596";"NL98  ";"2013KW03";"       8"
"628";"A047596";"NL98  ";"2013MM10";"       2"
"629";"A047596";"NL98  ";"2013MM11";"       3"
"630";"A047596";"NL98  ";"2013MM12";"       1"
"631";"A047596";"NL98  ";"2013KW04";"       6"
"632";"A047596";"NL98  ";"2013JJ00";"      35"
"633";"A047596";"NL98  ";"2014MM01";"       3"
"634";"A047596";"NL98  ";"2014MM02";"       3"
"635";"A047596";"NL98  ";"2014MM03";"       2"
"636";"A047596";"NL98  ";"2014KW01";"       8"
"637";"A047596";"NL98  ";"2014MM04";"       2"
"638";"A047596";"NL98  ";"2014MM05";"       6"
"639";"A047596";"NL98  ";"2014MM06";"       0"
"640";"A047596";"NL98  ";"2014KW02";"       8"
"641";"A047596";"NL98  ";"2014MM07";"       2"
"642";"A047596";"NL98  ";"2014MM08";"       0"
"643";"A047596";"NL98  ";"2014MM09";"       6"
"644";"A047596";"NL98  ";"2014KW03";"       8"
"645";"A047596";"NL98  ";"2014MM10";"       2"
"646";"A047596";"NL98  ";"2014MM11";"       6"
"647";"A047596";"NL98  ";"2014MM12";"       4"
"648";"A047596";"NL98  ";"2014KW04";"      12"
"649";"A047596";"NL98  ";"2014JJ00";"      36"
"650";"A047596";"NL98  ";"2015MM01";"       2"
"651";"A047596";"NL98  ";"2015MM02";"       3"
"652";"A047596";"NL98  ";"2015MM03";"       3"
"653";"A047596";"NL98  ";"2015KW01";"       8"
"654";"A047596";"NL98  ";"2015MM04";"       4"
"655";"A047596";"NL98  ";"2015MM05";"       1"
"656";"A047596";"NL98  ";"2015MM06";"       2"
"657";"A047596";"NL98  ";"2015KW02";"       7"
"658";"A047596";"NL98  ";"2015MM07";"       1"
"659";"A047596";"NL98  ";"2015MM08";"       2"
"660";"A047596";"NL98  ";"2015MM09";"       0"
"661";"A047596";"NL98  ";"2015KW03";"       3"
"662";"A047596";"NL98  ";"2015MM10";"       0"
"663";"A047596";"NL98  ";"2015MM11";"       0"
"664";"A047596";"NL98  ";"2015MM12";"       0"
"665";"A047596";"NL98  ";"2015KW04";"       0"
"666";"A047596";"NL98  ";"2015JJ00";"      18"
"667";"A047596";"NL98  ";"2016MM01";"       1"
"668";"A047596";"NL98  ";"2016MM02";"       1"
"669";"A047596";"NL98  ";"2016MM03";"       2"
"670";"A047596";"NL98  ";"2016KW01";"       4"
"671";"A047596";"NL98  ";"2016MM04";"       0"
"672";"A047596";"NL98  ";"2016MM05";"       1"
"673";"A047596";"NL98  ";"2016MM06";"       1"
"674";"A047596";"NL98  ";"2016KW02";"       2"
"675";"A047596";"NL98  ";"2016MM07";"       1"
"676";"A047596";"NL98  ";"2016MM08";"       1"
"677";"A047596";"NL98  ";"2016MM09";"       7"
"678";"A047596";"NL98  ";"2016KW03";"       9"
"679";"A047596";"NL98  ";"2016MM10";"       2"
"680";"A047596";"NL98  ";"2016MM11";"       5"
"681";"A047596";"NL98  ";"2016MM12";"       2"
"682";"A047596";"NL98  ";"2016KW04";"       9"
"683";"A047596";"NL98  ";"2016JJ00";"      24"
"684";"A047596";"NL98  ";"2017MM01";"       1"
"685";"A047596";"NL98  ";"2017MM02";"       4"
"686";"A047596";"NL98  ";"2017MM03";"       1"
"687";"A047596";"NL98  ";"2017KW01";"       6"
"688";"A047596";"NL98  ";"2017MM04";"       0"
"689";"A047596";"NL98  ";"2017MM05";"       1"
"690";"A047596";"NL98  ";"2017MM06";"       2"
"691";"A047596";"NL98  ";"2017KW02";"       3"
"692";"A047596";"NL98  ";"2017MM07";"       2"
"693";"A047596";"NL98  ";"2017MM08";"       2"
"694";"A047596";"NL98  ";"2017MM09";"       0"
"695";"A047596";"NL98  ";"2017KW03";"       4"
"696";"A047596";"NL98  ";"2017MM10";"       0"
"697";"A047596";"NL98  ";"2017MM11";"       1"
"698";"A047596";"NL98  ";"2017MM12";"       1"
"699";"A047596";"NL98  ";"2017KW04";"       2"
"700";"A047596";"NL98  ";"2017JJ00";"      15"
"701";"A047596";"NL98  ";"2018MM01";"       1"
"702";"A047596";"NL98  ";"2018MM02";"       2"
"703";"A047596";"NL98  ";"2018MM03";"       0"
"704";"A047596";"NL98  ";"2018KW01";"       3"
"705";"A047596";"NL98  ";"2018MM04";"       1"
"706";"A047596";"NL98  ";"2018MM05";"       1"
"707";"A047596";"NL98  ";"2018MM06";"       1"
"708";"A047596";"NL98  ";"2018KW02";"       3"
"709";"A047596";"NL98  ";"2018MM07";"       0"
"710";"A047596";"NL98  ";"2018MM08";"       4"
"711";"A047596";"NL98  ";"2018MM09";"       2"
"712";"A047596";"NL98  ";"2018KW03";"       6"
"713";"A047596";"NL98  ";"2018MM10";"       1"
"714";"A047596";"NL98  ";"2018MM11";"       1"
"715";"A047596";"NL98  ";"2018MM12";"       1"
"716";"A047596";"NL98  ";"2018KW04";"       3"
"717";"A047596";"NL98  ";"2018JJ00";"      15"
"718";"A047596";"NL98  ";"2019MM01";"       1"
"719";"A047596";"NL98  ";"2019MM02";"       1"
"720";"A047596";"NL98  ";"2019MM03";"       0"
"721";"A047596";"NL98  ";"2019KW01";"       2"
"722";"A047596";"NL98  ";"2019MM04";"       1"
"723";"A047596";"NL98  ";"2019MM05";"       2"
"724";"A047596";"NL98  ";"2019MM06";"       1"
"725";"A047596";"NL98  ";"2019KW02";"       4"
"726";"A047596";"NL98  ";"2019MM07";"       4"
"727";"A047596";"NL98  ";"2019MM08";"       2"
"728";"A047596";"NL98  ";"2019MM09";"       2"
"729";"A047596";"NL98  ";"2019KW03";"       8"
"730";"A047596";"NL98  ";"2019MM10";"       1"
"731";"A047596";"NL98  ";"2019MM11";"       0"
"732";"A047596";"NL98  ";"2019MM12";"       2"
"733";"A047596";"NL98  ";"2019KW04";"       3"
"734";"A047596";"NL98  ";"2019JJ00";"      17"
"735";"A047596";"NL98  ";"2020MM01";"       2"
"736";"A047596";"NL98  ";"2020MM02";"       1"
"737";"A047596";"NL98  ";"2020MM03";"       2"
"738";"A047596";"NL98  ";"2020KW01";"       5"
"739";"A047596";"NL98  ";"2020MM04";"       3"
"740";"A047596";"NL98  ";"2020MM05";"       2"
"741";"A047596";"NL98  ";"2020MM06";"       0"
"742";"A047596";"NL98  ";"2020KW02";"       5"
"743";"A047596";"NL98  ";"2020MM07";"       2"
"744";"A047596";"NL98  ";"2020MM08";"       2"
"745";"A047596";"NL98  ";"2020MM09";"       1"
"746";"A047596";"NL98  ";"2020KW03";"       5"
"747";"A047596";"NL98  ";"2020MM10";"       0"
"748";"A047596";"NL98  ";"2020MM11";"       0"
"749";"A047596";"NL98  ";"2020MM12";"       0"
"750";"A047596";"NL98  ";"2020KW04";"       0"
"751";"A047596";"NL98  ";"2020JJ00";"      15"
"752";"A047596";"NL98  ";"2021MM01";"       2"
"753";"A047596";"NL98  ";"2021MM02";"       0"
"754";"A047596";"NL98  ";"2021MM03";"       3"
"755";"A047596";"NL98  ";"2021KW01";"       5"
"756";"A047596";"NL98  ";"2021MM04";"       3"
"757";"A047596";"NL98  ";"2021MM05";"       4"
"758";"A047596";"NL98  ";"2021MM06";"       1"
"759";"A047596";"NL98  ";"2021KW02";"       8"
"760";"A047596";"NL98  ";"2021MM07";"       0"
"761";"A047596";"NL98  ";"2021MM08";"       1"
"762";"A047596";"NL98  ";"2021MM09";"       3"
"763";"A047596";"NL98  ";"2021KW03";"       4"
"764";"A047596";"NL98  ";"2021MM10";"       0"
"765";"A047596";"NL98  ";"2021MM11";"       1"
"766";"A047596";"NL98  ";"2021MM12";"       1"
"767";"A047596";"NL98  ";"2021KW04";"       2"
"768";"A047596";"NL98  ";"2021JJ00";"      19"
"769";"A047596";"NL98  ";"2022MM01";"       2"
"770";"A047596";"NL98  ";"2022MM02";"       0"
"771";"A047596";"NL98  ";"2022MM03";"       2"
"772";"A047596";"NL98  ";"2022KW01";"       4"
"773";"A047596";"NL98  ";"2022MM04";"       1"
"774";"A047596";"NL98  ";"2022MM05";"       0"
"775";"A047596";"NL98  ";"2022MM06";"       0"
"776";"A047596";"NL98  ";"2022KW02";"       1"
"777";"A047596";"NL98  ";"2022MM07";"       0"
"778";"A047596";"NL98  ";"2022MM08";"       1"
"779";"A047596";"NL98  ";"2022MM09";"       0"
"780";"A047596";"NL98  ";"2022KW03";"       1"
"781";"A047596";"NL98  ";"2022MM10";"       1"
"782";"A047596";"NL98  ";"2022MM11";"       1"
"783";"A047596";"NL98  ";"2022MM12";"       0"
"784";"A047596";"NL98  ";"2022KW04";"       2"
"785";"A047596";"NL98  ";"2022JJ00";"       8"
"786";"A047596";"NL98  ";"2023MM01";"       2"
"787";"A047596";"NL98  ";"2023MM02";"       0"
"788";"A047596";"NL98  ";"2023MM03";"       1"
"789";"A047596";"NL98  ";"2023KW01";"       3"
"790";"A047596";"NL98  ";"2023MM04";"       0"
"791";"A047596";"NL98  ";"2023MM05";"       0"
"792";"A047596";"NL98  ";"2023MM06";"       0"
"793";"A047596";"NL98  ";"2023KW02";"       0"
"794";"A047596";"NL98  ";"2023MM07";"       0"
"795";"A047596";"NL98  ";"2023MM08";"       1"
"796";"A047596";"NL98  ";"2023MM09";"       1"
"797";"A047596";"NL98  ";"2023KW03";"       2"
"798";"A047596";"NL98  ";"2023MM10";"       1"
"799";"A047596";"NL98  ";"2023MM11";"       1"
"800";"A047596";"NL98  ";"2023MM12";"       1"
"801";"A047596";"NL98  ";"2023KW04";"       3"
"802";"A047596";"NL98  ";"2023JJ00";"       8"
"803";"A047596";"NL98  ";"2024MM01";"       2"
"804";"A047596";"NL98  ";"2024MM02";"       4"
"805";"A047596";"NL98  ";"2024MM03";"       0"
"806";"A047596";"NL98  ";"2024KW01";"       6"
"807";"A047596";"NL98  ";"2024MM04";"       1"
"808";"A047596";"NL98  ";"2024MM05";"       0"
"809";"A047596";"NL98  ";"2024MM06";"       0"
"810";"A047596";"NL98  ";"2024KW02";"       1"
"811";"A047596";"NL98  ";"2024MM07";"       0"
"812";"A047596";"NL98  ";"2024MM08";"       1"
"813";"A047596";"NL98  ";"2024MM09";"       2"
"814";"A047596";"NL98  ";"2024KW03";"       3"
"815";"A047596";"NL98  ";"2024MM10";"       3"
"816";"A047596";"NL98  ";"2024MM11";"       1"
"817";"A047596";"NL98  ";"2024MM12";"       1"
"818";"A047596";"NL98  ";"2024KW04";"       5"
"819";"A047596";"NL98  ";"2024JJ00";"      15"
"820";"A047596";"NL98  ";"2025MM01";"       0"
"821";"A047596";"NL98  ";"2025MM02";"       0"
"822";"A047596";"NL99  ";"2009MM01";"       0"
"823";"A047596";"NL99  ";"2009MM02";"       0"
"824";"A047596";"NL99  ";"2009MM03";"       0"
"825";"A047596";"NL99  ";"2009KW01";"       0"
"826";"A047596";"NL99  ";"2009MM04";"       0"
"827";"A047596";"NL99  ";"2009MM05";"       0"
"828";"A047596";"NL99  ";"2009MM06";"       0"
"829";"A047596";"NL99  ";"2009KW02";"       0"
"830";"A047596";"NL99  ";"2009MM07";"       0"
"831";"A047596";"NL99  ";"2009MM08";"       0"
"832";"A047596";"NL99  ";"2009MM09";"       0"
"833";"A047596";"NL99  ";"2009KW03";"       0"
"834";"A047596";"NL99  ";"2009MM10";"       0"
"835";"A047596";"NL99  ";"2009MM11";"       0"
"836";"A047596";"NL99  ";"2009MM12";"       0"
"837";"A047596";"NL99  ";"2009KW04";"       0"
"838";"A047596";"NL99  ";"2009JJ00";"       0"
"839";"A047596";"NL99  ";"2010MM01";"       0"
"840";"A047596";"NL99  ";"2010MM02";"       0"
"841";"A047596";"NL99  ";"2010MM03";"       0"
"842";"A047596";"NL99  ";"2010KW01";"       0"
"843";"A047596";"NL99  ";"2010MM04";"       0"
"844";"A047596";"NL99  ";"2010MM05";"       0"
"845";"A047596";"NL99  ";"2010MM06";"       0"
"846";"A047596";"NL99  ";"2010KW02";"       0"
"847";"A047596";"NL99  ";"2010MM07";"       0"
"848";"A047596";"NL99  ";"2010MM08";"       0"
"849";"A047596";"NL99  ";"2010MM09";"       0"
"850";"A047596";"NL99  ";"2010KW03";"       0"
"851";"A047596";"NL99  ";"2010MM10";"       0"
"852";"A047596";"NL99  ";"2010MM11";"       0"
"853";"A047596";"NL99  ";"2010MM12";"       0"
"854";"A047596";"NL99  ";"2010KW04";"       0"
"855";"A047596";"NL99  ";"2010JJ00";"       0"
"856";"A047596";"NL99  ";"2011MM01";"       0"
"857";"A047596";"NL99  ";"2011MM02";"       0"
"858";"A047596";"NL99  ";"2011MM03";"       0"
"859";"A047596";"NL99  ";"2011KW01";"       0"
"860";"A047596";"NL99  ";"2011MM04";"       0"
"861";"A047596";"NL99  ";"2011MM05";"       1"
"862";"A047596";"NL99  ";"2011MM06";"       1"
"863";"A047596";"NL99  ";"2011KW02";"       2"
"864";"A047596";"NL99  ";"2011MM07";"       0"
"865";"A047596";"NL99  ";"2011MM08";"       1"
"866";"A047596";"NL99  ";"2011MM09";"       0"
"867";"A047596";"NL99  ";"2011KW03";"       1"
"868";"A047596";"NL99  ";"2011MM10";"       0"
"869";"A047596";"NL99  ";"2011MM11";"       1"
"870";"A047596";"NL99  ";"2011MM12";"       0"
"871";"A047596";"NL99  ";"2011KW04";"       1"
"872";"A047596";"NL99  ";"2011JJ00";"       4"
"873";"A047596";"NL99  ";"2012MM01";"       0"
"874";"A047596";"NL99  ";"2012MM02";"       0"
"875";"A047596";"NL99  ";"2012MM03";"       0"
"876";"A047596";"NL99  ";"2012KW01";"       0"
"877";"A047596";"NL99  ";"2012MM04";"       0"
"878";"A047596";"NL99  ";"2012MM05";"       0"
"879";"A047596";"NL99  ";"2012MM06";"       0"
"880";"A047596";"NL99  ";"2012KW02";"       0"
"881";"A047596";"NL99  ";"2012MM07";"       0"
"882";"A047596";"NL99  ";"2012MM08";"       0"
"883";"A047596";"NL99  ";"2012MM09";"       0"
"884";"A047596";"NL99  ";"2012KW03";"       0"
"885";"A047596";"NL99  ";"2012MM10";"       0"
"886";"A047596";"NL99  ";"2012MM11";"       0"
"887";"A047596";"NL99  ";"2012MM12";"       0"
"888";"A047596";"NL99  ";"2012KW04";"       0"
"889";"A047596";"NL99  ";"2012JJ00";"       0"
"890";"A047596";"NL99  ";"2013MM01";"       0"
"891";"A047596";"NL99  ";"2013MM02";"       0"
"892";"A047596";"NL99  ";"2013MM03";"       0"
"893";"A047596";"NL99  ";"2013KW01";"       0"
"894";"A047596";"NL99  ";"2013MM04";"       0"
"895";"A047596";"NL99  ";"2013MM05";"       2"
"896";"A047596";"NL99  ";"2013MM06";"       0"
"897";"A047596";"NL99  ";"2013KW02";"       2"
"898";"A047596";"NL99  ";"2013MM07";"       0"
"899";"A047596";"NL99  ";"2013MM08";"       0"
"900";"A047596";"NL99  ";"2013MM09";"       0"
"901";"A047596";"NL99  ";"2013KW03";"       0"
"902";"A047596";"NL99  ";"2013MM10";"       0"
"903";"A047596";"NL99  ";"2013MM11";"       0"
"904";"A047596";"NL99  ";"2013MM12";"       0"
"905";"A047596";"NL99  ";"2013KW04";"       0"
"906";"A047596";"NL99  ";"2013JJ00";"       2"
"907";"A047596";"NL99  ";"2014MM01";"       0"
"908";"A047596";"NL99  ";"2014MM02";"       0"
"909";"A047596";"NL99  ";"2014MM03";"       0"
"910";"A047596";"NL99  ";"2014KW01";"       0"
"911";"A047596";"NL99  ";"2014MM04";"       0"
"912";"A047596";"NL99  ";"2014MM05";"       1"
"913";"A047596";"NL99  ";"2014MM06";"       0"
"914";"A047596";"NL99  ";"2014KW02";"       1"
"915";"A047596";"NL99  ";"2014MM07";"       0"
"916";"A047596";"NL99  ";"2014MM08";"       1"
"917";"A047596";"NL99  ";"2014MM09";"       0"
"918";"A047596";"NL99  ";"2014KW03";"       1"
"919";"A047596";"NL99  ";"2014MM10";"       1"
"920";"A047596";"NL99  ";"2014MM11";"       1"
"921";"A047596";"NL99  ";"2014MM12";"       1"
"922";"A047596";"NL99  ";"2014KW04";"       3"
"923";"A047596";"NL99  ";"2014JJ00";"       5"
"924";"A047596";"NL99  ";"2015MM01";"       0"
"925";"A047596";"NL99  ";"2015MM02";"       0"
"926";"A047596";"NL99  ";"2015MM03";"       0"
"927";"A047596";"NL99  ";"2015KW01";"       0"
"928";"A047596";"NL99  ";"2015MM04";"       0"
"929";"A047596";"NL99  ";"2015MM05";"       0"
"930";"A047596";"NL99  ";"2015MM06";"       0"
"931";"A047596";"NL99  ";"2015KW02";"       0"
"932";"A047596";"NL99  ";"2015MM07";"       0"
"933";"A047596";"NL99  ";"2015MM08";"       0"
"934";"A047596";"NL99  ";"2015MM09";"       0"
"935";"A047596";"NL99  ";"2015KW03";"       0"
"936";"A047596";"NL99  ";"2015MM10";"       0"
"937";"A047596";"NL99  ";"2015MM11";"       0"
"938";"A047596";"NL99  ";"2015MM12";"       1"
